GUID,Job Name,Gravity Value (g),Rotational Algorithm,Status,Start Time,Expected End Time,End Time,Abort Time
ee107a7c-c48b-47cd-959d-a5fc4288999c,jgffh,6,TwoVelocities,Running,03/30/2024 17:25:37,03/31/2024 17:25:30,01/01/0001 00:00:00,01/01/0001 00:00:00
