guid,jobName,gravityValue,rotationalAlgorithm,status,saveTime,startTime,endTime
259738fe-ff2f-44f8-8254-5ad01a51a483,assa,0,Two Velocities,Inactive,24-03-27 17-01-12,,3/28/2024 5:01:04 PM
