GUID,Job Name,Gravity Value (g),Rotational Algorithm,Status,Start Time,Expected End Time,End Time,Abort Time
1bd80b6d-d82c-4852-bbd2-9b9da4a61248,rrtrt,4,TwoVelocities,Running,04/01/2024 20:15:52,04/02/2024 20:15:45,01/01/0001 00:00:00,01/01/0001 00:00:00
