GUID,Job Name,Gravity Value (g),Rotational Algorithm,Status,Start Time,Expected End Time,End Time,Abort Time
03f5fd17-fd94-4885-847b-900f4b2e41ad,eeeggg,7,TwoVelocities,Completed,03/28/2024 18:41:30,03/28/2024 18:42:19,03/28/2024 18:41:32,01/01/0001 00:00:00
