guid,jobName,gravityValue,rotationalAlgorithm,status,saveTime,startTime,endTime
e6a730b4-48a5-4e5f-b120-3f4ce03a4f31,qwert,0,Two Velocities,Running,24-03-27 17-58-36,24-03-27 17-58-36,3/28/2024 5:58:34 PM
