GUID,Job Name,Gravity Value (g),Rotational Algorithm,Status,Start Time,Expected End Time,End Time,Abort Time
40f4ec74-4e84-45d3-95d6-7b7d1585f333,sdjfhwbe,4,TwoVelocities,Running,04/01/2024 19:33:38,04/02/2024 19:33:35,01/01/0001 00:00:00,01/01/0001 00:00:00
