GUID,Job Name,Gravity Value (g),Rotational Algorithm,Status,Start Time,Expected End Time,End Time,Abort Time
38bcf591-1cdd-46af-ac1a-5fc427eae86a,gdrr,6,TwoVelocities,Completed,03/30/2024 17:36:57,03/30/2024 20:36:54,03/30/2024 17:36:58,01/01/0001 00:00:00
