guid,jobName,gravityValue,rotationalAlgorithm,status,saveTime,startTime,endTime
4db49e6e-bb2c-42b2-9d16-d2c73070e47a,qwerty,0,Two Velocities,Running,24-03-27 17-56-19,24-03-27 17-56-19,3/28/2024 5:56:18 PM
