guid,jobName,gravityValue,rotationalAlgorithm,status,saveTime,startTime,endTime
aa0e1392-42c9-4617-b3bb-e77844bf5322,wead,0,Two Velocities,Inactive,24-03-27 18-24-35,,2024-03-29 6:24:33 PM
