guid,jobName,gravityValue,rotationalAlgorithm,status,saveTime,startTime,endTime
820b9f8e-eea9-4385-b1fe-30285953ee42,2345,0,Two Velocities,Inactive,24-03-27 18-25-11,,2024-03-30 6:25:09 PM
