GUID,Job Name,Gravity Value (g),Rotational Algorithm,Status,Start Time,Expected End Time,End Time,Abort Time
ba05eb14-910b-417d-bbb8-7993b8366dc4,hdfhd,6,TwoVelocities,Completed,03/30/2024 17:33:05,03/31/2024 17:33:04,03/30/2024 17:33:42,01/01/0001 00:00:00
