guid,jobName,gravityValue,rotationalAlgorithm,status,saveTime,startTime,endTime
f6211cad-c130-4f49-a6d8-e92ea487d389,assss,0,Two Velocities,Inactive,24-03-27 18-23-20,,2024-03-28 6:23:16 PM
