guid,jobName,gravityValue,rotationalAlgorithm,status,saveTime,startTime,endTime
93cc6ac3-44ff-49b1-a078-c86fd3a38cba,w,2,TwoVelocities,Running,03/28/2024 00:39:38,03/29/2024 10:39:36
