guid,jobName,gravityValue,rotationalAlgorithm,status,saveTime,startTime,endTime
1c86e6a3-2185-4257-b1b7-24c2332659f2,gamer,0,Two Velocities,Inactive,24-03-27 18-18-28,,2024-03-28 6:18:26 PM
