GUID,Job Name,Gravity Value (g),Rotational Algorithm,Status,Start Time,Expected End Time,End Time,Abort Time
f1c04f81-5114-414d-831d-e66fc79610a7,nnnfr,8,TwoVelocities,Completed,03/28/2024 18:22:34,03/28/2024 18:23:10,03/28/2024 18:22:35,01/01/0001 00:00:00
