guid,jobName,gravityValue,rotationalAlgorithm,status,saveTime,startTime,endTime
6a352c8c-1b9a-4415-b2fc-a33fd7bfc076,ass,0,Two Velocities,Inactive,24-03-27 16-58-17,,3/28/2024 4:58:12 PM
