GUID,Job Name,Gravity Value (g),Rotational Algorithm,Status,Start Time,Expected End Time,End Time,Abort Time
7b8d2ab5-cf32-4be2-8a21-78e485851362,hgdfg,6,TwoVelocities,Running,03/30/2024 18:17:35,03/31/2024 18:17:34,01/01/0001 00:00:00,01/01/0001 00:00:00
