GUID,Job Name,Gravity Value (g),Rotational Algorithm,Status,Start Time,Expected End Time,End Time,Abort Time
ea209ab9-9926-4acf-ab41-289d8d91764a,fsdfs,6,TwoVelocities,Running,03/28/2024 18:20:58,03/28/2024 18:21:54,01/01/0001 00:00:00,01/01/0001 00:00:00
